,_away_team_id,_home_team_id,away_score,away_team,home_score,home_team,is_playoff,matchup_type,game_id,home_owner_displayName,home_owner_id,week,season,is_tie,is_bye,away_owner_displayName,away_owner_id,winner,loser,point_difference
880,1,9,87.0,Team(Team Tacky Dick),145.0,Team(Cucamonga Crack'a Killaz ),False,NONE,7d2eaa14-cd17-42f6-a6b1-ce354978fc3b,Dieselbaron,{B550370D-2841-4220-80C7-D7CF19847E04},2,2018,False,False,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},Dieselbaron,kevinconklin05,58.0
881,11,4,160.0,Team(Beats by Ray .),147.0,Team(Rich's Bitches),False,NONE,82234a64-71fd-4679-8f0e-66a4fbf14c01,RichoSuave,{C15DACB8-4387-4BC5-98F6-10A6E48834D5},2,2018,False,False,joe52690,{E86AAC04-DB33-47FC-B06E-01CD6D7C34D5},joe52690,RichoSuave,13.0
882,8,5,101.0,Team(THE Miami Demon Dolphins),122.0,Team(Team Double Dragon),False,NONE,2c067b10-05ff-40b7-aaa4-fffe9a903105,jstoll65,{704398CC-E7F5-40F6-BA8F-D0C4843727AF},2,2018,False,False,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},jstoll65,b50rock,21.0
883,10,7,115.0,Team(2 Str8 Dudes In a Twin Bed),121.0,Team(You Can Call Me Daddy),False,NONE,8ea1267f-71e6-4891-b9c7-aacfaab11f2d,njohnson9352,{79753C2B-58B1-4142-9639-04366A32FC38},2,2018,False,False,adrenth01,{9F46CDD4-E40F-46AB-AF45-3203483549EA},njohnson9352,adrenth01,6.0
884,6,12,109.0,Team(Black Man Feel it Feel it),142.0,Team(Kerryon My Wayward Son),False,NONE,13985fb7-4f4e-4543-bcbe-07560b67be8b,juicebox269,{3EE836C8-9956-4A3D-AE5B-6F24FFABAEB0},2,2018,False,False,Rodney19140,{FA77B69A-52E6-40D4-831F-8D35670B9BED},juicebox269,Rodney19140,33.0
885,13,1,132.0,Team(Team Bangarang),97.0,Team(Team Tacky Dick),False,NONE,611f996f-eda0-4ca4-9aaa-4d26f425b31c,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},3,2018,False,False,CheezeBallHustle,{D3C2EF9C-E296-4150-82EF-9CE296F1506A},CheezeBallHustle,kevinconklin05,35.0
886,2,4,182.0,Team(Twat Waffles),129.0,Team(Rich's Bitches),False,NONE,988fb7d0-806c-455b-b7be-3cd87bafa789,RichoSuave,{C15DACB8-4387-4BC5-98F6-10A6E48834D5},3,2018,False,False,jmuggy20,{66554CD2-EC21-410C-9284-FC9D5614B933},jmuggy20,RichoSuave,53.0
887,11,9,138.0,Team(Beats by Ray .),156.0,Team(Cucamonga Crack'a Killaz ),False,NONE,721f604e-9ea0-4ad6-93ea-df0b534f1089,Dieselbaron,{B550370D-2841-4220-80C7-D7CF19847E04},3,2018,False,False,joe52690,{E86AAC04-DB33-47FC-B06E-01CD6D7C34D5},Dieselbaron,joe52690,18.0
888,8,10,147.0,Team(THE Miami Demon Dolphins),127.0,Team(2 Str8 Dudes In a Twin Bed),False,NONE,3270c302-9937-4935-85a1-24d9ecafb861,adrenth01,{9F46CDD4-E40F-46AB-AF45-3203483549EA},3,2018,False,False,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},b50rock,adrenth01,20.0
889,5,12,135.0,Team(Team Double Dragon),137.0,Team(Kerryon My Wayward Son),False,NONE,26498caa-26c8-469e-a472-d7b18705de7f,juicebox269,{3EE836C8-9956-4A3D-AE5B-6F24FFABAEB0},3,2018,False,False,jstoll65,{704398CC-E7F5-40F6-BA8F-D0C4843727AF},juicebox269,jstoll65,2.0
